timestamp,storename,address_original,address_normalize[0],address_normalize[1],最終更新日,url,開設者種別,開設者名,管理者名,歯科一般領域一覧,歯科口腔外科領域一覧,小児歯科領域一覧,矯正歯科領域一覧,施設状況一覧,対応可能ﾅ麻酔治療一覧,在宅医療,連携ﾉ有無,歯科医師(総数|常勤|非常勤),歯科技工士(総数|常勤|非常勤),歯科助手(総数|常勤|非常勤),歯科衛生士(総数|常勤|非常勤),前年度1日平均外来患者数,緯度,経度,page,診療科
2023-09-04,広江歯科,輪島市町野町鈴屋ユ-64-1,石川県輪島市町野町鈴屋ﾕ-64-1,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=4130006,個人,廣江 雄幸,廣江 雄幸,"[歯科領域の一次診療, 無]",na,na,na,"[スロープ, ]",na,"[歯科訪問診療, 訪問歯科衛生指導, ]","[病院との連携, ]",1|-|-,na|-|-,na|-|-,1|-|-,35,37.427723,137.087574,30,"[歯科, 矯正歯科, ]"
2023-09-04,広瀬歯科医院,加賀市片山津温泉乙37,石川県加賀市片山津温泉乙37,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=302,個人,広瀬 徹,広瀬 徹,"[歯科領域の一次診療, 予約診療有：初診・再診]",na,na,na,na,na,na,na,1|-|-,1|-|-,na|-|-,1|-|-,25,36.3452783,136.3657263,30,"[歯科, ]"
2023-09-04,江尻歯科医院,野々市市稲荷4-149,石川県野々市市稲荷四丁目149,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=2130025,個人,江尻 重文,江尻 重文,"[歯科領域の一次診療, 予約診療有：初診・再診]",na,na,na,"[スロープ, 身体障害者用トイレ, 車椅子利用者用駐車場, ]",na,na,na,3|-|-,0|-|-,na|-|-,1|-|-,30,36.536616,136.603699,30,"[歯科, ]"
2023-09-04,荒井歯科医院,白山市千代野東5-5-3,石川県白山市千代野東五丁目5-3,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=2130003,個人,荒井 由宇,荒井 由宇,"[歯科領域の一次診療, 無]",na,na,na,na,na,"[歯科訪問診療, ]",na,1|-|-,na|-|-,na|-|-,na|-|-,15,36.523847,136.54284039999993,30,"[歯科, ]"
2023-09-04,高井歯科医院,羽咋市的場町的場58番地2,石川県羽咋市的場町的場58-2,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=3230006,個人,高井 澄枝,高井 澄枝,"[歯科領域の一次診療, 無]",na,na,na,"[スロープ, ]",na,"[歯科訪問診療, ]","[病院との連携, 診療所との連携, 訪問看護ステーションとの連携, 居宅介護支援事業所との連携, 薬局との連携, ]",2|-|-,1|-|-,na|-|-,1|-|-,25,36.899288,136.779941,30,"[歯科, ]"
2023-09-04,高橋歯科医院,小松市沖町ソ112,石川県小松市沖町ｿ112,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=1132023,個人,高橋 聖一,高橋 聖一,"[歯科領域の一次診療, 予約診療有：初診・再診]",na,na,na,na,na,na,na,1|-|-,na|-|-,na|-|-,2|-|-,45,36.397866,136.467638,30,"[歯科, ]"
2023-09-04,高橋歯科医院,鹿島郡中能登町小田中ラ部107−1,石川県鹿島郡中能登町小田中ﾗ部107-1,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=3130104,個人,高橋 金治,高橋 金治,"[歯科領域の一次診療, 無]",na,na,na,na,na,"[歯科訪問診療, ]","[訪問看護ステーションとの連携, 居宅介護支援事業所との連携, ]",2|-|-,2|-|-,na|-|-,1|-|-,23,36.943487,136.880025,30,"[歯科, ]"
2023-09-04,高忠デンタルクリニック,金沢市入江1−155,石川県金沢市入江一丁目155,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130220,個人,高橋 忠弘,高橋 忠弘,"[歯科領域の一次診療, 無]",無,na,na,"[スロープ, ]",na,"[歯科訪問診療, ]","[居宅介護支援事業所との連携, ]",1|-|-,na|-|-,na|-|-,4|-|-,25,36.564039,136.628648,30,"[歯科, 歯科口腔外科, 小児歯科, ]"
2023-09-04,高田歯科医院,金沢市笠舞2丁目24番3号,石川県金沢市笠舞二丁目24-3,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130115,個人,高田 尚武,高田 尚武,"[歯科領域の一次診療, 無]",na,na,na,na,na,"[歯科訪問診療, ]","[病院との連携, 診療所との連携, ]",2|-|-,na|-|-,na|-|-,1|-|-,20,36.550311,136.669922,30,"[歯科, ]"
2023-09-04,高尾佐々木歯科医院,金沢市高尾台1-55,石川県金沢市高尾台一丁目55,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130206,個人,佐々木 康雄,佐々木 康雄,"[歯科領域の一次診療, 無]",na,na,na,na,na,"[歯科訪問診療, 訪問歯科衛生指導, ]","[病院との連携, 診療所との連携, ]",1|-|-,na|-|-,na|-|-,2|-|-,30,36.524139,136.637907,30,"[歯科, 矯正歯科, 小児歯科, ]"
2023-09-04,高木歯科医院,金沢市額谷3-105,石川県金沢市額谷三丁目105,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130196,個人,髙木 治仁,髙木 治仁,"[歯科領域の一次診療, na]",na,na,na,"[スロープ, ]","[麻酔科標榜医による麻酔（麻酔管理）, ]","[歯科訪問診療, 訪問歯科衛生指導, ]",na,2|-|-,2|-|-,na|-|-,1|-|-,30,36.507812,136.62294,31,"[一般歯科, 口腔外科, 小児歯科, 矯正歯科, ]"
2023-09-04,高野歯科医院,金沢市新保本町3丁目1番地,石川県金沢市新保町本町三丁目1,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130182,個人,高野 三枝,高野 三枝,"[歯科領域の一次診療, 予約診療有：初診・再診]",na,予約診療有：初診・再診,na,"[身体障害者用トイレ, ]",na,na,na,1|-|-,na|-|-,na|-|-,na|-|-,30,36.555473,136.604463,31,"[歯科, 小児歯科, ]"
2023-09-04,黒川歯科医院,金沢市玉川町15番9号,石川県金沢市玉川町15-9,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130075,個人,黒川 徹,黒川 徹,"[歯科領域の一次診療, 無]",na,na,na,na,na,"[歯科訪問診療, ]",na,1|-|-,1|-|-,na|-|-,2|-|-,25,36.571607,136.650489,31,"[歯科, 矯正歯科, ]"
2023-09-04,今井歯科医院,七尾市小丸山台2丁目115,石川県七尾市小丸山台二丁目115,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=3130005,個人,今井 博人,今井 博人,"[歯科領域の一次診療, 無]",na,na,na,na,na,na,"[病院との連携, ]",1|-|-,na|-|-,na|-|-,na|-|-,13,37.045684,136.953435,31,"[歯科, ]"
2023-09-04,今村歯科医院,加賀市山中温泉湯の本町ク13-1,石川県加賀市山中温泉湯ﾉ本町ｸ13-1,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=1231007,個人,今村 裕信,今村 裕信,"[歯科領域の一次診療, 無]",na,na,na,na,na,"[歯科訪問診療, ]","[病院との連携, 診療所との連携, ]",2|-|-,na|-|-,na|-|-,na|-|-,35,36.248708,136.373895,31,"[歯科, 小児歯科, 口腔外科, ]"
2023-09-04,佐々木歯科医院,白山市茶屋 2-53-3,石川県白山市茶屋二丁目53-3,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=2130008,医療法人,佐々木デンタルオフィス,佐々木 隆通,"[歯科領域の一次診療, na]",na,na,na,na,na,"[歯科訪問診療, ]","[病院との連携, 診療所との連携, 訪問看護ステーションとの連携, 居宅介護支援事業所との連携, ]",1|-|-,na|-|-,na|-|-,3|-|-,23,36.519805,136.56131400000004,31,"[一般歯科, ]"
2023-09-04,佐々木歯科医院,金沢市長町3丁目5番20号,石川県金沢市長町三丁目5-20,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130079,個人,佐々木 路雄,佐々木 路雄,"[歯科領域の一次診療, 無]",na,na,na,na,na,"[歯科訪問診療, 訪問歯科衛生指導, ]","[病院との連携, 居宅介護支援事業所との連携, ]",1|-|-,1|-|-,na|-|-,2|-|-,20,36.566366,136.646508,31,"[歯科, ]"
2023-09-04,佐野歯科医院,金沢市四十万3丁目11番地,石川県金沢市四十万三丁目11,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130193,個人,佐野 友彦,佐野 友彦,"[歯科領域の一次診療, 無]",na,na,na,"[スロープ, ]",na,na,na,1|-|-,na|-|-,na|-|-,1|-|-,20,36.503134,136.620505,31,"[歯科, ]"
2023-09-04,笹谷歯科医院,輪島市河井町3-167,石川県輪島市河井町3-167,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=4130004,医療法人,真俊会,笹谷 俊郎,"[歯科領域の一次診療, 予約診療有：初診・再診]",na,na,na,na,na,"[歯科訪問診療, ]","[病院との連携, ]",1|-|-,1|-|-,na|-|-,1|-|-,35,37.392572,136.905125,31,"[歯科, ]"
2023-09-04,三井歯科クリニック,七尾市田鶴浜町と3番地,石川県七尾市田鶴浜町ﾄ3,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=3130026,個人,三井 斉,三井 斉,"[歯科領域の一次診療, 無]",na,na,na,"[スロープ, 車椅子利用者用駐車場, ]",na,na,na,1|-|-,na|-|-,na|-|-,1|-|-,15,37.0654855,136.8918656,31,"[歯科, 小児歯科, ]"
2023-09-04,三井歯科診療所,金沢市広岡1丁目3番13号,石川県金沢市広岡一丁目3-13,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130015,個人,三井 清,三井 清,"[歯科領域の一次診療, 無]",na,na,na,na,na,"[歯科訪問診療, ]","[病院との連携, 訪問看護ステーションとの連携, ]",1|-|-,1|-|-,na|-|-,na|-|-,15,36.581089,136.647091,32,"[歯科, ]"
2023-09-04,山  昌平歯科医院,輪島市鳳至上町18-1,石川県輪島市鳳至町上町18-1,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=313,個人,山 昌平,山 昌平,"[歯科領域の一次診療, 成人の歯科矯正治療, 障害者の歯科治療, 予約診療有：初診・再診]","[埋伏歯抜歯, na]",予約診療有：初診・再診,na,"[スロープ, 身体障害者用トイレ, 車椅子利用者用駐車場, ]",na,na,"[病院との連携, ]",1|-|-,na|-|-,na|-|-,1|-|-,20,37.3972366,136.8971343,32,"[口腔外科, 歯科, 小児歯科, 矯正, ]"
2023-09-04,山口歯科医院,輪島市堀町3字16番地の2,石川県輪島市堀町3,字16-2,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=4130010,個人,山口 建治,山口 建治,"[歯科領域の一次診療, 無]",na,na,na,na,na,na,"[病院との連携, ]",1|-|-,na|-|-,na|-|-,na|-|-,20,37.390976,136.895986,32,"[歯科, 矯正歯科, ]"
2023-09-04,山上歯科医院,能美市佐野町ヲ13-1,石川県能美市佐野町ｦ13-1,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=1133056,個人,山上 伸一,山上 伸一,"[歯科領域の一次診療, 無]",na,na,na,"[スロープ, 身体障害者用トイレ, ]",na,"[歯科訪問診療, 訪問歯科衛生指導, ]","[病院との連携, 診療所との連携, 訪問看護ステーションとの連携, 居宅介護支援事業所との連携, 薬局との連携, ]",1|-|-,1|-|-,na|-|-,na|-|-,35,36.428961,136.508735,32,"[歯科, ]"
2023-09-04,山川歯科クリニック,金沢市田上さくら３丁目７１番地,石川県金沢市田上ｻｸﾗ三丁目71,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130125,個人,山川 秀一,山川 秀一,"[歯科領域の一次診療, 無]",na,na,na,"[スロープ, ]",na,na,na,1|-|-,na|-|-,na|-|-,2|-|-,25,36.545844,136.68868399999997,32,"[歯科, 小児歯科, ]"
2023-09-04,山中歯科医院,加賀市山中温泉塚谷町1丁目41番地1,石川県加賀市山中温泉塚谷町一丁目41-1,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=1231014,個人,岩田 恒夫,岩田 恒夫,"[歯科領域の一次診療, 無]",無,na,na,na,na,na,na,1|-|-,na|-|-,na|-|-,1|-|-,20,36.260305,136.368141,32,"[歯科, 歯科口腔外科, 小児歯科, ]"
2023-09-04,山島台グリーン歯科,白山市山島台3-84,石川県白山市山島台三丁目84,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=2130021,個人,横川 一郎,横川 一郎,"[歯科領域の一次診療, 無]",na,na,na,"[スロープ, ]",na,"[歯科訪問診療, 訪問歯科衛生指導, ]","[病院との連携, 診療所との連携, ]",1|-|-,1|-|-,na|-|-,1|-|-,35,36.469374,136.577506,32,"[歯科, 小児歯科, ]"
2023-09-04,山本歯科クリニック,小松市白江町ワ11,石川県小松市白江町ﾜ11,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=1132045,個人,山本 一普,山本 一普,"[歯科領域の一次診療, 予約診療有：初診・再診]",na,予約診療有：初診・再診,予約診療有：初診・再診,"[スロープ, ]",na,na,"[病院との連携, ]",1|-|-,na|-|-,na|-|-,na|-|-,8,36.410859,136.477113,32,"[歯科, 小児歯科, 矯正歯科, ]"
2023-09-04,山本歯科クリニック,野々市市新庄1-274,石川県野々市市新庄一丁目274,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=2130042,個人,山本 典子,山本 典子,"[歯科領域の一次診療, 無]",na,na,na,na,na,na,na,1|-|-,na|-|-,na|-|-,3|-|-,na,36.501907,136.611513,32,"[歯科, 小児歯科, 矯正歯科, ]"
2023-09-04,山本歯科医院,小松市蓑輪町ロ96-1,石川県小松市蓑輪町ﾛ96-1,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=1132044,個人,山本 勝典,山本 勝典,"[歯科領域の一次診療, 無]",na,na,na,na,na,na,na,2|-|-,na|-|-,na|-|-,na|-|-,10,36.354132,136.425667,32,"[歯科, ]"
2023-09-04,歯科クドウ・クリニック,加賀市大聖寺上木町ト10番1号,石川県加賀市大聖寺上木町ﾄ10-1,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=1231028,個人,久藤 徳倫,久藤 徳倫,"[歯科領域の一次診療, 無]",na,na,na,"[スロープ, 身体障害者用トイレ, 車椅子利用者用駐車場, ]",na,na,na,1|-|-,na|-|-,na|-|-,1|-|-,25,36.300475,136.273808,33,"[歯科, 小児歯科, ]"
2023-09-04,歯科前多,金沢市問屋町2-92,石川県金沢市問屋町二丁目92,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130025,個人,前多 裕,前多 裕,"[歯科領域の一次診療, 予約診療有：初診・再診]","[埋伏歯抜歯, 顎関節症治療, 予約診療有：初診・再診]",予約診療有：初診・再診,na,na,na,"[歯科訪問診療, ]","[居宅介護支援事業所との連携, ]",1|-|-,na|-|-,na|-|-,3|-|-,25,36.606896,136.639165,33,"[歯科, 小児歯科, 歯科口腔外科, ]"
2023-09-04,歯科並木町斎藤クリニック,金沢市並木町2－10 浅野川ハイム１F,石川県金沢市並木町2-10, 浅野川ﾊｲﾑ1f,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=542,個人,斎藤雅司,斎藤雅司,"[歯科領域の一次診療, 予約診療有：初診・再診]",na,予約診療有：初診・再診,na,na,na,"[歯科訪問診療, 訪問歯科衛生指導, ]","[病院との連携, 診療所との連携, ]",1|-|-,na|-|-,na|-|-,3|-|-,20,36.5705,136.6659,33,"[歯科, 小児歯科, ]"
2023-09-04,寺村歯科医院,金沢市寺地1丁目33番13号,石川県金沢市寺地一丁目33-13,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130217,個人,寺村 正人,寺村 正人,"[歯科領域の一次診療, 無]",na,na,na,na,na,"[歯科訪問診療, ]","[病院との連携, ]",1|-|-,na|-|-,na|-|-,1|-|-,20,36.536942,136.639892,33,"[歯科, 矯正歯科, ]"
2023-09-04,寺内歯科医院,かほく市宇野気リ22-1,石川県ｶﾎｸ市宇野気ﾘ22-1,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=2230028,個人,寺内 幸康,寺内 幸康,"[歯科領域の一次診療, 無]",na,na,na,na,na,na,na,1|-|-,na|-|-,na|-|-,na|-|-,20,36.718979,136.704499,33,"[歯科, ]"
2023-09-04,持木歯科医院,鳳珠郡能登町宇出津タ字42-1,石川県鳳珠郡能登町字宇出津ﾀ字42-1,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=4130025,個人,持木 一茂,持木 一茂,"[歯科領域の一次診療, 無]",na,na,na,"[スロープ, ]",na,"[歯科訪問診療, 訪問歯科衛生指導, ]","[病院との連携, 居宅介護支援事業所との連携, ]",2|-|-,na|-|-,na|-|-,2|-|-,30,37.309079,137.147752,33,"[歯科, ]"
2023-09-04,示野歯科医院,金沢市小坂町中99-7,石川県金沢市小坂町中99-7,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130053,個人,示野 直政,示野 直政,"[歯科領域の一次診療, na]","[埋伏歯抜歯, na]",na,na,na,na,"[歯科訪問診療, 訪問歯科衛生指導, ]",na,3|-|-,1|-|-,na|-|-,2|-|-,40,36.591045,136.676826,33,na
2023-09-04,室橋歯科医院,羽咋郡志賀町富来領家町子16の2,石川県羽咋郡志賀町富来領家町子16-2,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=3230019,個人,室橋 健男,室橋 健男,"[歯科領域の一次診療, 無]",na,na,na,"[スロープ, ]",na,"[歯科訪問診療, ]","[病院との連携, ]",1|-|-,1|-|-,na|-|-,na|-|-,20,37.143282,136.729896,33,"[歯科, ]"
2023-09-04,室橋歯科医院,金沢市額谷1丁目36番地,石川県金沢市額谷一丁目36,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130195,個人,室橋 快男,室橋 快男,"[歯科領域の一次診療, 無]",na,na,na,na,na,"[歯科訪問診療, ]","[病院との連携, 診療所との連携, 訪問看護ステーションとの連携, ]",2|-|-,2|-|-,na|-|-,na|-|-,na,36.511606,136.627386,33,"[歯科, ]"
2023-09-04,柴山歯科医院,能美市辰口町136,石川県能美市辰口町136,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=1133059,個人,柴山 和貴,柴山 和貴,"[歯科領域の一次診療, 無]",na,na,na,na,na,"[歯科訪問診療, ]",na,1|-|-,na|-|-,na|-|-,na|-|-,18,36.449413,136.545887,33,"[歯科, ]"
2023-09-04,柴田歯科医院,羽咋市旭町コ114-3,石川県羽咋市旭町ｺ114-3,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=3230004,個人,柴田 卓,柴田 卓,"[歯科領域の一次診療, 無]",na,na,na,na,na,"[歯科訪問診療, ]",na,1|-|-,1|-|-,na|-|-,na|-|-,27,36.896628,136.778085,34,"[歯科, ]"
2023-09-04,若林歯科医院,輪島市門前町剱地タの132,石川県輪島市門前町剱地ﾀ-132,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=4130012,個人,若林 等,若林 等,"[歯科領域の一次診療, 無]",na,na,na,"[スロープ, ]",na,"[歯科訪問診療, ]",na,1|-|-,na|-|-,na|-|-,na|-|-,25,37.231131,37.231131,34,"[歯科, ]"
2023-09-04,守友歯科医院,七尾市神明町ロ部2-29,石川県七尾市神明町ﾛ部2-29,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=3130029,個人,守友 宏嘉,守友 宏嘉,"[歯科領域の一次診療, 無]",na,na,na,na,na,na,na,1|-|-,1|-|-,na|-|-,na|-|-,14,37.042759,136.96559,34,"[歯科, ]"
2023-09-04,手取歯科クリニック,白山市知気寺町は35,石川県白山市知気寺町ﾊ35,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=309,個人,田中 明生,田中 明生,"[歯科領域の一次診療, 予約診療有：初診・再診]",na,予約診療有：初診・再診,na,na,na,na,"[病院との連携, ]",1|-|-,na|-|-,na|-|-,2|-|-,20,36.479899405055406,136.6005724,34,"[歯科, 小児歯科, ]"
2023-09-04,酒井歯科医院,小松市若杉町1-35,石川県小松市若杉町一丁目35,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=1132015,個人,酒井 康之,酒井 康之,"[歯科領域の一次診療, 予約診療有：初診・再診]",na,予約診療有：初診・再診,na,na,na,na,na,1|-|-,na|-|-,na|-|-,2|-|-,40,36.398824,136.483401,34,"[歯科, 小児歯科, ]"
2023-09-04,春木歯科クリニック,七尾市塗師町19番地,石川県七尾市塗師町19,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=3130022,個人,春木 裕良,春木 裕良,"[歯科領域の一次診療, 無]",na,na,na,"[スロープ, ]",na,"[歯科訪問診療, 訪問歯科衛生指導, ]","[病院との連携, ]",1|-|-,na|-|-,na|-|-,1|-|-,10,37.04473,136.968792,34,"[歯科, ]"
2023-09-04,匠歯科医院,金沢市米泉町10丁目1番地78,石川県金沢市米泉町十丁目1-78,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=477,個人,松本 匠平,〒921-8044,"[歯科領域の一次診療, 予約診療有：初診・再診]","[埋伏歯抜歯, 顎関節症治療, 口唇・舌もしくは口腔粘膜の炎症、外傷又は腫瘍の治療, 予約診療有：初診・再診]",予約診療有：初診・再診,na,na,na,na,na,1|-|-,na|-|-,na|-|-,2|-|-,15.0,36.555119710652505,136.62200152873993,34,"[歯科, 小児歯科, 歯科口腔外科, ]"
2023-09-04,小山田歯科医院,金沢市京町7番6号,石川県金沢市京町7-6,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=475,個人,小山田 徳成,院長 小山田 徳成,"[歯科領域の一次診療, 予約診療有：初診・再診]","[埋伏歯抜歯, 顎関節症治療, 予約診療有：初診・再診]",na,na,na,na,na,na,1|-|-,0|-|-,na|-|-,2|-|-,30 ,36.581958306785005,136.6544283502625,34,"[歯科, 歯科口腔外科, ]"
